V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards
29,7103,59389,955,520632,111394,1552,12894,2788,332,170678,1368431,23895,9691170,2089731,53163,316095,66477,9745,0,-80
30,9537,86647,1411,690768,155994,2339,18735,4046,538,199550,1739532,31162,10795273,2550208,76969,453289,90461,14712,10,-99
31,7388,76643,1224,524314,124832,2148,16528,3597,523,131050,1145120,20711,7008881,1672721,52973,314274,61797,10133,0,-90
32,8133,90499,1421,618010,155854,2704,21242,4254,695,157995,1035639,18641,9195253,1714395,48867,319775,62768,9403,0,-90
33,9635,86373,1473,662527,159346,2853,23522,4665,745,197990,1574702,29183,10756382,2403369,82848,522508,96460,18922,0,-90
34,11923,108134,1905,799003,195827,3920,31760,6259,1109,229663,1902500,37164,11854756,2844902,121862,777363,133844,30318,0,-90
35,14278,133331,2442,906125,238276,5641,44101,8588,1738,255426,2108760,43581,12490731,3153034,161849,997405,172236,43473,0,-90
36,16698,154657,3023,982107,275409,7787,57920,11426,2585,279824,2260089,50036,12858626,3416573,215326,1129534,218154,62505,10,-99
37,10685,102808,2031,632262,172638,6108,41988,8829,2242,184206,1496109,33797,8257743,2255073,149976,740301,149774,44658,0,-90
38,11653,117703,2343,733747,209901,7677,50283,10389,2996,203113,1427680,31200,10201347,2433748,132186,652260,136843,39366,0,-90
39,13125,115068,2455,753969,219610,7970,48471,10842,3162,237429,1872009,41129,11539200,2962390,202550,934374,191974,72896,10,-99
40,8966,83907,1671,561144,147822,5812,34739,7845,2625,156339,1241541,27622,7496766,1955354,143867,623028,133057,53514,0,-90
41,9794,98151,1926,660579,182027,7342,42789,9239,3552,176684,1122037,24327,9543383,2003879,125086,551490,120159,46940,0,-90
42,11214,93857,1974,696381,186578,7614,41584,9610,3765,209831,1626654,34880,10818968,2571019,192015,861070,171032,85056,10,-99
43,7884,72324,1408,526220,127735,5511,31757,6982,3065,139218,1091766,23657,7081675,1714746,136462,580787,118964,62202,0,-90
44,8663,86323,1636,622035,159360,6968,39859,8242,4132,164078,977230,20811,9279076,1747464,117973,520371,108678,54097,10,-99
45,6143,46005,879,448182,89519,3573,20521,4592,2106,110310,708191,14862,6137891,1215179,85448,380565,76827,41224,10,-99
46,4122,32510,596,314308,62351,2468,14348,3140,1523,75685,458473,9610,4310613,801362,53438,246682,49320,26292,0,-90
47,4605,40454,679,370872,78421,2893,17427,3526,1888,120162,480491,9348,7563714,1017454,46989,266487,51494,22606,0,-90
48,6465,41163,726,490848,88412,2923,19411,3848,1917,163434,1223653,21951,9466667,1921204,84528,441013,83143,44608,0,-90
49,8933,71723,1206,667585,135449,4012,27072,5296,2707,193274,1657913,30244,10632460,2458997,125010,648304,115558,71899,10,-99
50,7129,72168,1171,515685,119059,3510,23683,4611,2553,127006,1098855,20179,6908722,1620360,85815,449932,78825,50217,10,-99
51,4748,50608,809,353054,83353,2471,16921,3208,1862,85358,685581,12530,4750348,1039113,53129,284759,49951,30902,0,-90
52,5241,58316,899,411707,101037,2884,20324,3585,2265,128676,722105,13005,7848967,1329366,48721,295717,53867,26678,10,-99
53,4681,33560,540,373848,66144,1473,11439,2231,1057,88416,558297,10060,5294373,967124,36723,219036,39168,21065,10,-99
54,3285,25369,408,271893,49097,1058,8222,1591,780,62431,360654,6388,3811154,630961,23251,145785,25844,13424,0,-80
55,3736,31773,459,325305,63313,1250,10130,1818,970,110397,372082,6551,7255979,795232,22172,186124,32980,11922,10,-89
56,3954,17559,276,341215,40008,668,6958,1334,470,77075,326934,5830,4943508,657157,17784,136422,24679,9539,10,-79
57,2855,14651,234,254261,32755,511,5105,997,353,54040,215238,3783,3493462,436470,11533,92310,16647,6173,0,-70
58,3240,18663,269,301660,45200,613,6347,1157,442,104442,220207,3921,7067458,544956,11668,143283,24749,5740,0,-70
59,5203,20418,298,439723,50567,667,8562,1547,469,143872,572078,10258,9151448,1613388,31789,232624,47844,11852,10,-79
60,5175,24469,390,437858,73785,855,8368,1851,423,96466,430320,7790,6039530,1128300,22738,162164,33230,8911,0,-70
61,5819,34324,496,526298,101774,1117,10836,2235,587,130912,393471,6962,8544401,1026551,19996,193852,36628,7430,10,-89
62,4804,18672,288,410554,53564,602,7273,1503,292,89186,339197,6004,5691419,790642,16019,142035,27172,5775,0,-70
63,5401,26433,378,495825,72820,788,9443,1827,391,128184,387683,6753,8373514,969260,19085,186238,35597,5868,0,-70
64,7155,32232,455,576419,83953,963,11910,2320,443,164287,831696,14447,9957851,1887837,38448,296054,59975,11419,10,-79
65,6026,35832,550,481459,88864,1051,10746,2356,407,109671,620808,10772,6513063,1287992,27283,207663,41535,8112,10,-89
66,4088,28110,428,333131,65638,780,7792,1684,301,74911,390508,6721,4521630,814878,17209,136794,27081,4810,10,-79
67,2793,18204,275,233757,42453,504,5190,1110,184,54431,250957,4343,3366032,552779,11504,93735,18480,2896,10,-79
68,2016,11701,181,175665,28527,336,3542,756,113,42430,164883,2838,2698621,382848,7348,67873,13351,1752,0,-60
69,2429,14554,206,223052,39253,400,4521,903,135,95934,186914,3316,6515964,523430,8844,123841,22228,2028,10,-69
70,3371,8698,136,300609,26219,256,4424,871,82,67318,161775,2805,4513445,473438,7890,90528,17113,2017,10,-69
71,2481,7250,109,232618,23304,222,3369,691,76,46091,106425,1838,3089967,316472,5078,60976,11686,1218,0,-60
72,2783,9234,129,272071,32494,272,4187,809,93,99069,114638,1850,6832135,401440,5800,118478,20334,1554,10,-69
73,3504,5366,79,317694,20337,173,4215,797,60,68831,100434,1695,4696443,372793,5647,86954,15697,1115,10,-69
74,2543,4498,68,241849,18301,162,3237,633,45,47574,66324,1120,325e4,252264,3660,59723,10581,680,10,-69
75,1768,3068,49,171640,12931,111,2253,433,28,38263,43499,726,2629667,172560,2394,47163,7943,418,0,-50
76,2168,3836,58,217126,17758,133,3007,531,38,93696,56598,865,6565977,263843,3575,108485,17188,425,10,-69
77,3274,2582,41,302217,13001,107,3788,661,22,65328,48282,793,4542095,234382,3010,78460,12802,358,0,-60
78,3813,3721,58,387546,20729,149,5073,832,31,83354,56182,906,5819023,286266,3934,100292,16266,410,10,-69
79,3063,2559,41,285332,14322,116,3713,653,18,59886,46730,803,4112008,251064,3274,76663,12764,368,0,-60
80,3547,3643,58,352313,22465,159,4960,827,30,106059,58662,912,7351367,336014,4406,130478,20758,449,10,-69
81,3792,2647,42,347639,16609,127,4679,817,21,72885,48231,811,4997679,287998,3636,94890,15413,394,10,-69
82,2698,2167,35,257051,14264,107,3537,626,16,51924,32381,543,3565877,195310,2372,66768,10948,267,10,-69
83,1925,1497,26,186426,10019,73,2510,447,12,40752,22658,364,2813014,136752,1600,51130,8099,179,0,-50
84,2328,1928,35,233751,13893,92,3308,542,19,94915,33964,451,6672739,220697,2190,111519,17099,267,0,-60
85,4391,2554,39,395879,18929,114,5663,923,26,129564,78050,1349,8907265,567288,7406,174941,28506,825,0,-60
86,6625,4822,75,601638,38330,263,9396,1562,51,151991,129586,2654,10202646,975758,13786,234006,39934,2033,0,-60
87,8602,8441,148,742436,68483,520,13718,2338,105,170323,198742,4301,11000274,1550145,22296,316683,55652,3326,10,-79
88,6343,8645,166,536298,73358,603,11584,2193,122,112197,146273,3108,7136218,1092855,15892,221558,38693,2237,10,-79
89,4201,6642,125,364446,55426,460,8318,1568,87,76437,93658,1963,4897812,702351,9992,145517,25133,1405,10,-69
90,2854,4357,81,252494,36466,296,5521,1032,59,55232,61923,1311,3586820,476315,6585,99264,17189,918,10,-69
91,2046,2876,57,186943,24570,195,3751,705,37,42757,42012,871,2825641,330265,4465,71045,12414,590,0,-60
92,2454,3639,67,234777,33830,237,4759,841,47,96672,56543,1074,6683507,458938,6073,127031,21309,686,10,-69
93,3399,2564,49,308791,22933,179,4546,834,33,67143,48344,958,4610911,413052,5913,92338,16363,618,0,-60
94,3939,3714,70,393984,36486,264,6026,1059,47,87504,56498,1077,6043206,494502,6914,115688,20377,696,10,-69
95,3210,2571,48,295472,24819,200,4301,822,33,62027,47643,982,4242131,431239,6312,88088,15840,636,10,-69
96,2300,2139,41,219614,21330,177,3277,641,27,46584,32302,650,3199983,292259,4126,64495,11489,431,0,-60
97,2709,2760,51,269364,29824,219,4242,775,38,98740,43153,744,6899604,378540,5080,121056,19771,506,10,-69
98,3484,1951,36,321060,19095,150,4307,777,22,68437,36963,717,4735044,347991,5054,88132,15342,507,10,-69
99,2530,1652,32,243760,17097,143,3281,617,20,47445,24942,486,3287943,235207,3284,60623,10307,346,0,-60
100,2853,2130,40,286880,23979,175,4118,720,29,99120,35790,566,6946908,311375,4117,118415,18725,406,0,-60
101,4819,2752,46,427650,29647,215,6378,1085,38,133250,86523,1874,9069610,885246,13090,190023,33839,1841,0,-60
102,6996,5284,100,622818,58347,469,10362,1851,89,155940,146137,3579,10324516,1577749,23910,258103,49879,3377,10,-69
103,5728,6276,136,499376,73652,645,9362,1944,118,102609,104724,2543,6715026,1106665,16814,178379,34317,2255,10,-79
104,3837,4771,104,343336,56100,481,6707,1389,88,70345,66846,1598,4633423,705474,10482,118842,22481,1395,0,-60
105,4280,5933,119,401125,70661,568,8249,1581,110,114193,82308,1881,7761408,889363,12823,165105,31356,2067,10,-79
106,4126,3781,81,369443,44663,372,6100,1258,78,78005,71456,1593,5239994,710331,10990,121167,23571,1510,0,-60
107,4681,5479,110,453133,64367,516,7993,1554,109,117891,86921,1858,8088250,820207,12774,167059,30763,2033,0,-70
108,6420,6945,135,546451,73142,638,10375,1986,138,149006,192101,4455,9753897,1788640,29381,264132,53899,5047,0,-70
109,8449,12271,249,704572,120843,1146,15396,3112,261,172261,326919,7416,10778411,2358240,43352,372848,74277,7506,0,-70
110,10346,21379,410,814443,175415,1828,22274,4500,424,196888,497692,10761,11648571,2736338,56920,513517,95578,10904,10,-79
111,7392,21678,414,569708,134614,1595,18829,3818,388,130077,362963,7716,7555318,1788009,38953,357964,65474,7897,10,-79
112,4873,16503,310,385329,92254,1124,13456,2664,293,87580,230988,4866,5171819,1156083,24589,229894,42099,4742,10,-79
113,3269,10755,202,266002,60089,719,8755,1727,182,61808,150601,3177,3751268,786816,16183,150258,28e3,2930,0,-70
114,3714,13335,230,319531,76146,857,10601,1968,221,109610,174832,3768,7240843,1036216,18559,190938,35847,3118,0,-70
115,5629,15288,267,455697,88046,982,12732,2402,243,146384,435645,8659,9274560,1918495,38311,312988,60548,7574,0,-70
116,7894,27574,472,644011,135322,1597,18538,3599,414,172770,741640,14041,10458428,2431377,55989,447564,83191,12104,0,-70
117,10031,47320,773,773451,186681,2443,26894,5127,676,196825,1100272,20314,11215899,2747065,73282,608396,106258,16706,10,-99
118,7351,47880,787,547907,136122,2061,22366,4258,602,130414,777112,14255,7286452,1796440,50383,424476,72631,11879,10,-99
119,4882,35469,568,371884,92763,1450,15959,2959,440,87852,489507,8934,4998527,1165552,31862,270570,46705,7647,10,-89
120,3278,22833,363,257442,60549,932,10316,1918,288,62150,316114,5754,3648698,794030,20457,175269,30663,4601,0,-70
121,3726,28163,409,310218,76739,1097,12434,2171,345,111308,351085,6366,7176591,1044361,22450,211e3,37907,4704,10,-79
122,3982,16405,264,336502,51869,662,7970,1540,187,77324,304386,5537,4897817,800629,17838,155551,28041,3640,10,-79
123,2866,13647,222,251951,40305,510,5828,1134,139,53923,199467,3547,3444176,523984,11640,104052,18618,2211,0,-70
124,3242,17341,256,298232,53532,617,7203,1303,171,104411,206195,3738,7040166,658459,12522,152929,26970,2394,0,-70
125,5202,19029,284,436919,59758,691,9401,1708,188,143498,535748,9793,9136327,1699924,32279,248728,51008,6430,10,-79
126,5163,22907,374,437037,78389,867,8971,1976,226,96013,402474,7378,6029420,1178945,22965,174041,35464,4654,10,-79
127,3572,18199,293,308668,59790,657,6524,1439,173,66480,252050,4577,4232714,738930,14511,115746,23049,2771,0,-70
128,4019,22516,330,364292,74345,781,8030,1633,209,112524,263175,4936,7502389,927693,16101,161517,31784,2892,10,-79
129,4050,12421,209,355139,46613,472,5965,1276,115,77991,233062,4395,5087978,732984,13078,118575,23884,2570,10,-69
130,2892,10432,179,261538,36771,372,4428,964,96,55351,153663,2848,3635706,484477,8276,81825,16353,1566,0,-60
131,3301,13307,203,311889,49738,447,5564,1127,119,104848,160829,3035,7149816,606238,9559,135294,24775,1943,10,-69
132,3737,7555,125,335341,30743,283,4892,982,78,72606,141529,2645,4880488,546570,8597,98739,19297,2011,0,-60
133,4295,10886,166,419548,48491,403,6461,1248,122,102137,163450,3146,6955947,664986,10238,132646,25064,2251,0,-60
134,5684,13462,211,483983,58242,502,8301,1609,157,140599,355342,6977,9089222,1669866,26689,224678,47827,5068,10,-79
135,5118,15281,266,437014,76994,712,8079,1859,182,94282,266075,5090,6004979,1160202,19169,158203,33546,3848,10,-79
136,3509,12039,204,307619,58820,549,5921,1360,144,65688,168e3,3149,4222926,729656,11735,106078,21981,2305,0,-70
137,3958,14946,229,363334,73369,642,7323,1552,176,111223,180270,3342,7497910,916606,14274,154158,30585,2650,10,-79
138,4003,8462,138,354879,46052,415,5660,1227,107,76611,158957,2961,5088223,726283,11933,112944,23149,2436,0,-60
139,4568,12210,183,438810,65916,566,7430,1522,155,112588,183686,3537,7628120,831751,13480,153879,29781,2590,0,-70
140,6185,15117,234,520812,74457,685,9595,1933,191,147635,395886,7670,9484685,1798113,31439,249319,53112,5915,10,-79
141,5393,17036,293,457018,84020,846,9009,2071,210,98353,296401,5571,6235773,1235148,22401,175070,37066,4357,0,-70
142,6003,23739,366,545603,112470,1102,11686,2497,293,132366,279840,5325,8695902,1160706,20462,206204,40700,3787,0,-70
143,7636,26074,409,611405,112986,1178,13931,2875,315,166791,689734,12648,10157032,2002931,42576,331631,66525,8646,10,-79
144,6149,29629,481,492181,96254,1175,12094,2637,308,111732,523252,9490,6669835,1360615,30201,235226,46333,6556,10,-79
145,4167,23633,379,340771,69561,867,8814,1878,239,76164,328106,5911,4613491,863451,18952,153567,30033,3896,0,-70
146,4640,29277,421,399083,85479,1027,10762,2132,292,119568,338028,6191,7736409,1088092,20982,190911,37389,4322,0,-70
147,6461,31044,462,509702,94926,1143,12823,2554,323,160383,892946,15803,9610420,1963629,43384,315036,63236,9483,0,-70
148,8831,53679,834,682148,141031,1828,18651,3792,523,191630,1461638,25244,10730197,2479765,63968,452410,87046,14436,0,-90
149,11195,88188,1378,803421,192103,2801,27131,5384,827,215735,1790027,31554,11431313,2785062,83219,613192,111045,20002,10,-99
150,8080,78732,1235,559458,138308,2344,22543,4453,723,141885,1175989,20927,7433655,1820968,57295,428031,75951,14392,0,-90
151,8844,92571,1433,655873,169972,2933,28921,5238,968,170524,1077015,19530,9708054,1945025,54433,420784,76416,13358,10,-99
152,6362,50373,808,468572,98769,1620,16296,3177,517,114846,765922,14049,6436506,1336226,40162,308144,54535,10531,0,-90
153,7059,61668,957,561849,124515,2047,20836,3762,697,148350,783888,14069,8899665,1462548,40702,335308,59093,10791,0,-90
154,8732,63269,1053,627133,132340,2269,23890,4268,798,186967,1404032,25101,10395230,2205168,70284,531675,90275,19480,0,-90
155,11045,90125,1513,768905,172712,3232,32307,5815,1162,215424,1766190,32522,11326917,2650193,101363,776990,124661,30950,0,-90
156,13268,118564,2034,867846,216592,4663,44324,7972,1792,244204,2017971,38964,12186362,3024948,135752,999561,162607,44579,10,-99
157,9221,90330,1551,596710,150919,3832,36646,6539,1596,159830,1316502,25790,7869177,1978299,93627,659571,110572,31113,0,-90
158,10038,104098,1784,696373,184651,4799,44871,7668,2112,185053,1228596,23895,10085187,2119789,84740,588979,104290,27470,0,-90
159,11613,100481,1870,733552,192334,5027,43671,8111,2222,221540,1708648,34075,11471088,2724709,134586,892247,151811,52074,10,-99
160,8311,76175,1368,557008,134996,3833,32956,6161,1870,145930,1136980,23086,7457260,1803685,95262,597902,105055,37788,10,-99
161,5472,52488,930,380139,92955,2740,22610,4281,1392,96569,709204,14413,5078062,1156972,59269,372786,66074,23190,10,-99
162,3618,33185,584,261564,60222,1735,14269,2726,875,67552,459274,9084,3688778,786406,36843,237028,42343,14155,0,-90
163,4080,40670,647,314215,76184,2009,17011,3045,1055,115694,506190,9480,7200311,1041928,34978,260792,46930,13207,10,-99
164,4157,23645,396,337856,51712,1056,9999,1936,519,80547,433222,7980,4911904,799890,26950,192494,34474,10331,0,-80
165,4778,33686,505,422323,72687,1354,12902,2339,690,110192,472162,8268,7024074,883807,26670,218948,38407,10236,10,-99
166,4030,21735,336,339154,44825,790,8291,1571,393,77031,386016,6795,4810082,708298,20948,161117,28709,8009,0,-70
167,4602,30472,432,415269,64247,1033,10748,1923,533,120115,414959,7266,7836136,844760,21528,203800,35500,7609,0,-80
168,6456,34902,509,520141,74089,1172,13295,2366,591,159941,930985,16230,9629076,1818639,43427,323519,60610,14791,0,-90
169,8827,57093,879,687849,122780,1849,19268,3582,873,190516,1485409,25822,10687717,2388998,64677,461436,83362,23918,0,-90
170,11141,90640,1428,803043,177860,2828,27777,5115,1369,218082,1817230,32062,11596179,2764349,84992,635325,108096,33610,0,-90
171,13504,120423,1966,893126,224229,3968,37621,6942,2020,244109,2019591,37112,12327353,3016347,112870,878013,140486,48565,10,-99
172,9214,90394,1483,603440,150907,3191,32048,5640,1739,160693,1320361,24726,7950851,1987544,78340,590946,96469,34510,10,-99
173,6032,61125,997,405257,102624,2256,22299,3931,1275,106038,830272,15620,5383094,1289623,49277,369622,61079,21304,10,-99
174,3970,38808,635,276725,67002,1440,14136,2514,806,73435,538087,9968,3873390,877316,31321,235359,39552,13100,10,-99
175,2732,25069,407,201258,45238,915,8994,1628,501,53877,352060,6448,2992953,601730,19862,154271,26278,8274,10,-89
176,1991,16372,265,155407,30949,584,5871,1078,319,42333,230056,4156,2483857,413401,12811,104774,17893,5450,10,-79
177,1555,10700,173,127520,21252,379,3968,732,206,33866,150288,2670,2083648,284675,7949,73105,12555,3212,10,-69
178,1241,6993,111,106677,14631,237,2757,512,125,27030,98408,1693,1716118,196744,4953,51746,9009,1902,10,-69
179,990,4576,70,88099,10105,147,1945,366,80,21636,64728,1085,1412115,136608,3118,37123,6317,1125,0,-50
180,1219,5708,81,121409,13960,175,2481,434,95,46426,73922,1179,3171964,190390,3604,61705,10041,1382,10,-59
181,1635,3435,53,148026,9504,108,2225,400,54,37866,64306,1020,2585482,176437,2876,50867,8513,911,0,-50
182,2080,4955,74,210844,15349,147,3135,532,71,51800,72305,1107,3559903,215181,3502,66149,11211,1273,10,-69
183,1881,3313,52,173353,10753,105,2434,448,51,41193,59878,942,2808940,189849,2804,53978,9150,816,10,-59
184,1511,2695,41,144609,9377,84,1989,371,35,30410,39849,613,2091939,129516,1832,39087,6425,490,10,-59
185,1123,1845,30,109329,6637,56,1463,265,22,25486,26366,398,1772442,91279,1223,31915,5028,297,0,-50
186,1415,2314,37,147583,9234,69,1991,333,28,59877,34399,487,4198136,143761,1561,69471,10536,274,0,-50
187,2735,2818,43,252936,12467,86,3486,568,33,108300,86417,1369,7475196,395455,5041,135375,21803,1169,10,-69
188,3800,3667,53,350683,18156,137,4720,830,39,73510,63912,1044,5065564,295065,3693,94568,15375,770,10,-69
189,2720,2894,44,260197,14789,109,3533,623,31,52364,41268,662,3616330,192018,2342,66327,10490,462,10,-69
190,1940,1917,30,188849,9938,73,2494,430,22,41100,27708,436,2840653,135612,1571,50885,7776,284,0,-50
191,2347,2412,37,236328,13753,91,3281,522,28,95234,40380,559,6688685,222824,2129,111194,16934,308,10,-69
192,3338,1812,28,309143,10858,64,3900,651,13,66005,33876,500,4611108,194129,1971,80536,12492,264,10,-69
193,2434,1521,25,237522,9573,59,2995,507,12,45135,22822,337,3165918,130822,1333,55027,8436,173,0,-60
194,2725,1960,31,278106,13378,75,3750,588,19,97803,33223,386,6874323,200805,1850,113952,17022,224,0,-60
195,4707,2545,36,420445,17683,96,6005,949,25,131490,77458,1286,9021899,537848,6430,182601,28953,778,0,-60
