V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards
192,5942,42432,696,451038,82070,1513,16515,2974,519,107302,660736,12172,6169477,1124271,37014,310674,51097,10472,0,-90
193,6587,53420,828,539735,104855,1900,21056,3521,698,142169,701204,12783,8713300,1289609,38230,338555,56404,10706,0,-90
194,8270,56173,933,609519,114548,2122,24130,4034,795,181642,1358917,24384,10241663,2102345,66897,536858,87924,19373,10,-99
195,6696,58608,945,495891,100981,1871,19750,3505,693,120498,926621,16750,6692165,1417136,47190,380597,61095,13969,10,-99
196,4502,42457,671,342054,72530,1354,14283,2481,518,81228,574421,10329,4628101,901599,29434,242640,39069,8774,0,-90
197,4982,49963,748,400371,88853,1591,17240,2786,641,124446,597018,10495,7746077,1140165,29319,261595,44909,7793,0,-90
198,6810,50088,807,510672,98945,1692,19102,3188,654,167435,1292260,22643,9619182,1997927,56195,436236,73668,16983,10,-99
199,6097,55412,870,462543,95018,1562,15982,2917,606,111395,886724,15541,6320037,1352948,39845,309441,51484,12530,10,-99
200,4154,40574,622,323298,69123,1143,11610,2087,466,75874,547875,9516,4402074,856807,24525,198845,32964,7918,0,0
1,0,9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
2,0,6153,0,0,0,0,6,0,0,10543,631061,9123,2051,9238,1770,2,27,4,10,-19
3,351,25465,324,90,395,48,0,6,0,7913,470745,6795,1516,6883,1302,4,20,2,10,-19
4,292,21174,269,80,344,39,0,6,0,4823,287756,4185,927,4187,798,2,12,1,0,-10
5,311,25973,301,118,461,50,0,6,6,4769,279954,4269,2393,6306,793,30,42,2,10,-19
6,187,13396,179,120,317,31,6,6,0,4273,251235,3759,3177,7193,752,35,55,5,10,-19
7,158,11244,148,154,349,28,6,6,0,2834,164778,2435,1889,4423,492,20,33,3,10,-19
8,110,7624,100,105,237,20,6,6,0,1788,104599,1537,1117,2707,305,12,20,1,10,-19
9,70,4882,65,65,146,13,0,6,6,1150,67168,1e3,667,1640,197,7,12,1,10,-19
10,48,3136,45,40,89,8,0,0,0,747,43532,643,397,1014,132,4,7,1,0,-10
11,55,3879,54,59,117,13,0,0,0,815,45845,663,1737,1657,145,26,20,1,0,-10
12,63,4256,60,121,157,19,6,6,0,2302,117107,1845,7118,5366,372,113,62,4,10,-19
13,86,5023,74,321,255,13,7,6,0,1670,87536,1375,5623,4141,282,79,50,3,0,-10
14,104,7019,97,560,395,20,12,12,0,1457,78127,1220,6226,4344,241,90,44,4,0,-20
15,112,7537,105,679,470,25,17,17,0,4221,194e3,3063,51724,15053,705,734,236,21,10,-29
16,153,8361,123,2292,688,23,28,11,6,3185,147776,2287,42918,11625,534,623,197,15,0,-30
17,191,11760,156,4114,1076,34,43,16,6,2922,133630,2022,43650,10644,456,634,202,14,0,-30
18,209,12744,171,4880,1208,36,50,22,5,10728,327125,5016,364782,40260,1879,5880,1179,63,10,-39
19,374,14089,198,16149,1837,52,201,44,6,8462,249594,3815,301118,31938,1336,4718,972,45,0,-30
20,472,19836,253,28916,2912,72,290,64,12,8065,225840,3615,304874,30177,1121,4680,922,43,0,-30
21,531,21511,281,34158,3314,74,333,72,17,45914,555602,8726,2566782,122305,3375,40324,6761,154,0,-40
22,1823,36339,482,133698,7581,135,1521,288,24,98763,1011560,15932,5737382,251655,6718,90359,14579,304,0,-50
23,4222,61492,848,330388,16746,264,3942,687,33,144482,1512572,23851,8364326,386096,10480,133492,21695,1097,0,-70
24,6996,93799,1338,540737,29308,436,6871,1174,71,173652,1815921,29273,9882377,650508,16171,175671,29969,1858,0,-70
25,9464,121425,1804,701100,49207,688,10099,1751,120,198004,2045670,34788,10863726,1197927,27186,241091,43628,3559,10,-89
26,7322,91491,1386,527245,56298,745,8772,1711,128,130214,1334557,23086,7047683,892272,19634,168412,30921,2377,10,-89
27,4871,61803,931,359927,44843,562,6321,1251,91,87288,836771,14463,4823706,575433,12187,112526,20458,1464,10,-89
28,3258,39136,584,248936,29825,362,4263,835,61,61984,541665,9240,3539693,389781,7797,79289,14339,918,0,-70
29,3712,46848,653,300612,40532,426,5365,982,73,112454,590508,9795,7102126,541657,9783,133896,23159,1528,10,-79
30,4019,27465,407,332458,27107,283,4827,914,59,78528,481485,8042,4854405,492075,8688,98012,17894,1146,10,-69
31,2909,21738,325,249766,24199,242,3654,721,43,54540,312366,5131,3404495,329766,5584,67494,12432,716,0,-60
32,3285,27378,368,295291,33795,294,4585,851,56,105087,317529,5167,7015130,415852,6328,123711,20965,693,0,-60
33,5249,29554,402,434495,39914,337,6839,1237,62,147248,826271,13625,9116476,1221476,20352,199347,39093,2506,0,-60
34,7702,50301,726,627767,77686,729,10963,2131,126,180086,1423923,23630,10362912,2034502,35754,272288,57401,4746,10,-89
35,6584,60925,894,501362,95196,963,9882,2239,166,118655,962594,16009,6739023,1371396,24541,188279,39223,3056,10,-89
36,4429,44125,639,344534,69985,706,7077,1590,117,80137,597112,9932,4647567,870590,15777,124465,25486,1885,0,-80
37,4904,51647,708,402417,85950,842,8673,1803,142,124168,623847,10290,7773777,1104481,19065,169869,34224,2550,0,-80
38,6757,51924,769,512695,95861,985,10854,2251,172,167239,1306652,21916,9610255,1968304,39812,276998,58409,6024,10,-89
39,6087,56142,841,462322,93451,1088,10024,2289,211,111213,894994,15078,6312782,1333490,27996,194243,40566,4419,10,-89
40,4146,40968,607,322962,68114,801,7285,1644,162,75738,553289,9307,4397660,844127,17646,128338,26233,2650,0,-80
41,4617,48397,673,379543,83759,949,8936,1863,200,120584,573320,9647,7604889,1068669,19926,171738,34878,2946,10,-89
42,4363,26895,403,360863,53468,584,6375,1403,116,83694,472606,8048,5150308,815913,15967,126117,26108,2593,0,-70
43,4989,37453,514,444659,74394,777,8336,1730,168,121897,511742,8544,7826197,914566,17761,168458,32705,2730,0,-80
44,6718,41595,603,531724,82464,920,10639,2160,201,163365,1136197,19088,9601048,1854297,38191,270006,56651,6103,10,-89
45,5956,48575,728,462914,87184,1042,9777,2222,214,108919,796879,13463,6303155,1269325,27114,189494,39178,4445,10,-89
46,4058,36343,539,322568,64646,776,7103,1589,164,74457,494606,8328,4396404,801894,17083,125657,25352,2665,10,-89
47,2774,23121,340,227503,41789,499,4767,1040,107,54279,318496,5342,3292444,543826,11418,86848,17505,1655,0,-60
48,3207,28443,380,277827,54844,601,5937,1208,129,105931,354015,5956,6961112,740118,13494,140120,27187,2141,0,-70
49,5231,31355,432,426407,64018,704,8213,1660,153,148857,894858,15325,9097198,1751063,33016,225924,49530,5075,0,-70
50,7737,53969,801,623357,114324,1284,12730,2758,273,180796,1460737,24637,10336492,2337837,49008,312286,67264,8155,10,-89
51,6609,62719,936,499900,111956,1345,11354,2651,292,119186,983871,16647,6728298,1547819,33353,216572,45626,5630,0,-80
52,7318,77076,1119,591499,142635,1702,14597,3129,390,148602,864589,14907,8988213,1553975,31658,239942,49041,5432,10,-89
53,5510,40765,622,433552,79642,941,9114,2019,210,100828,641960,11074,5973332,1101226,23946,176298,35744,4116,10,-89
54,3759,29377,445,306010,56329,691,6611,1449,157,70096,416732,7101,4208250,727124,15571,118668,23906,2512,0,-70
55,4233,36727,507,361770,71676,827,8191,1667,194,116340,434172,7474,7495782,920215,17433,164680,32139,2805,10,-89
56,4194,20464,309,354682,46108,510,6086,1293,112,81096,379947,6578,5081568,729474,14544,120762,24094,2521,10,-79
57,3007,17029,265,261230,36573,416,4513,972,96,57429,249395,4280,3629174,482525,9742,82992,16338,1560,0,-60
58,3430,21661,305,311428,49541,510,5658,1130,119,106703,253505,4414,7147541,604130,10601,135859,24639,1941,10,-79
59,3807,11968,184,335198,30637,310,4917,980,78,74190,223268,3869,4879148,546526,9886,99261,19299,2033,0,-60
60,4379,17199,242,419419,48401,448,6494,1250,123,104399,253349,4400,6949632,665347,11068,133284,24926,2272,10,-69
61,3805,11585,178,335796,33321,318,4913,1003,88,72798,205836,3579,4765122,576447,9406,99092,19408,1629,0,-60
62,4347,16255,229,411292,51576,443,6488,1270,118,116443,223981,3998,7808371,702562,10881,148830,27349,2084,10,-69
63,4201,10330,162,371994,35194,311,5414,1091,82,79811,186291,3326,5264158,603013,9318,108195,20881,1493,10,-69
64,2962,8389,132,270441,29884,264,4039,840,60,57013,121931,2169,3791804,404029,6043,76230,14686,940,10,-69
65,2113,5646,87,197216,20766,178,2866,598,38,43777,79168,1391,2943402,273601,3941,56741,10846,593,0,-60
66,2525,7013,99,245657,28356,214,3722,726,50,97677,94644,1588,6749244,387816,5329,115474,19508,639,10,-69
67,3437,4371,69,312550,19342,157,4079,763,30,67727,81809,1427,4648433,350475,5178,84093,15144,562,0,-60
68,3978,6302,96,397567,30871,236,5444,976,44,89243,93704,1559,6172259,424970,6031,109256,19437,620,0,-60
69,5084,7747,117,441276,39636,301,6900,1252,56,130571,208634,4085,8627474,1078753,15907,196554,37277,2218,10,-69
70,4743,8955,159,413664,50057,427,7034,1445,80,87857,156645,3043,5737452,819429,12180,138785,27054,1613,10,-69
71,3270,7085,123,294196,41015,348,5187,1092,64,61687,99347,1914,4067184,524277,7627,94222,18106,1002,0,-60
72,3704,8816,138,349021,54009,412,6460,1267,78,108482,111118,2006,7403126,653682,9502,144590,26191,1060,0,-60
73,5587,9907,154,474674,59710,488,8668,1660,85,144086,291426,5877,9383407,1695452,27105,234654,49913,3807,0,-60
74,7798,18212,302,656786,109207,995,13309,2772,184,169095,498671,9865,10555880,2300143,40389,327308,68439,6143,10,-79
75,6234,21431,379,511669,109878,1102,11899,2689,217,111425,353508,6836,6858714,1523583,27559,226272,46426,4474,10,-79
76,4167,16110,276,350558,78165,792,8507,1890,164,75614,222227,4277,4719589,974517,17646,148185,30161,2730,0,-70
77,4622,19869,309,408954,95202,941,10381,2140,202,119040,239841,4776,7823280,1240732,20672,187897,38761,3185,0,-70
78,6437,21914,347,517551,106634,1085,12494,2606,231,156259,622765,11714,9650773,2043850,41455,308568,63644,7055,10,-79
79,5694,26609,445,464383,97758,1137,11206,2508,249,104363,465857,8716,6337555,1377283,29442,216957,44164,5036,0,-70
80,6353,37243,559,554423,126822,1472,14523,3002,343,136359,425709,7826,8734728,1330736,27554,239883,46913,4924,0,-80
81,7953,38040,604,616565,127915,1578,16795,3387,384,174034,1056072,18423,10200195,2108673,52512,386357,75088,10043,0,-80
82,10147,63392,1010,754327,164798,2332,23549,4717,579,207659,1563918,27581,11330815,2624496,78531,569758,104897,16296,0,-90
83,12512,97136,1567,861497,211397,3497,33512,6595,923,235818,1862777,33764,12180593,2964429,103030,782231,136279,23274,0,-90
84,14954,125494,2117,947553,252820,4871,45281,8892,1379,260105,2040931,38865,12678157,3211548,136567,1000303,174268,33871,10,-99
85,9872,91657,1557,622278,161845,3870,36684,7028,1214,170962,1335820,25900,8153533,2136192,95368,663162,119748,24474,0,-90
86,10772,105483,1795,723688,198085,4870,45025,8281,1634,191259,1246746,24149,10112373,2307580,87414,589685,112781,22064,0,-90
87,12237,101919,1887,745972,207946,5142,43789,8771,1748,226520,1703524,34055,11487086,2860189,137283,892654,161341,40820,0,-90
88,14400,121194,2324,868647,243772,6770,53971,11089,2472,255226,1992037,42324,12280694,3265561,200374,1073736,217859,66943,10,-99
89,9673,89496,1702,600390,163504,5652,39880,8796,2373,167287,1304767,28107,7924003,2139597,138010,703346,148403,47145,0,-90
90,10567,103564,1955,702123,200014,7092,48115,10339,3167,184472,1196392,25219,9793029,2218565,119010,613997,131951,40488,10,-99
91,6968,55977,1062,474978,113169,3603,24223,5600,1584,123556,841051,17696,6490526,1509330,86237,437431,92975,31103,10,-99
92,4629,38746,713,331687,77697,2487,16545,3802,1151,83705,540667,11309,4518395,987465,54164,281233,59104,19919,10,-99
93,3124,25179,458,233505,51206,1586,10715,2432,749,59782,350120,7136,3366079,670342,33647,181832,38020,12235,10,-89
94,2213,16312,291,175643,34569,987,6934,1561,463,45858,229033,4532,2698947,461085,20884,121218,25093,7760,10,-79
95,1689,10656,188,139428,23705,616,4600,1032,296,37207,150661,2918,2298398,318411,13176,84547,16996,5134,10,-79
96,1362,7002,123,117453,16352,390,3184,697,194,29855,98798,1859,1904687,219897,8594,59385,11685,3018,0,-60
97,1681,8722,135,158678,22536,464,4014,811,232,61692,110934,1930,4186609,299570,8613,89726,16030,2589,10,-69
98,2176,5166,81,195035,15018,259,3272,645,110,47154,97170,1639,3170582,274748,6810,69813,12746,2257,0,-60
99,2659,7466,112,263834,24065,340,4445,822,153,63904,108253,1815,4355767,332475,7109,88115,15761,2737,10,-69
100,2328,4965,79,211986,16643,211,3264,636,105,48468,89333,1538,3269409,290956,5903,69175,12514,2326,0,-60
101,2795,7008,107,274614,26070,287,4417,814,151,81020,100921,1677,5590698,365880,6702,106341,18063,2180,0,-60
102,4179,8467,128,366376,33928,348,6197,1111,174,124721,228647,4261,8299112,934532,16322,186400,34404,4121,0,-60
103,6398,14747,237,552046,62583,637,10116,1892,257,154186,400614,7703,9878545,1707826,29861,262536,52623,7777,0,-70
104,8562,26037,414,709233,113107,1165,15177,2992,432,179555,608319,11735,10965712,2319641,42553,355655,70574,11942,10,-79
105,6653,26498,449,532868,110884,1176,13e3,2786,427,118753,443130,8462,7128215,1538709,29521,247646,48264,8409,10,-79
106,4441,20143,341,363866,78913,849,9307,1963,313,80731,280904,5360,4899429,985753,18774,161665,31359,5001,10,-79
107,3010,13085,224,252516,51281,550,6139,1285,190,57720,181857,3457,3589689,670725,12663,108750,21252,3032,10,-79
108,2140,8469,147,187069,34586,370,4115,869,120,44453,120297,2250,2827590,461986,8222,77001,15018,1858,10,-69
109,1637,5586,95,146452,23748,241,2894,612,77,36318,79839,1450,2386772,319149,5361,57586,11175,1141,10,-69
110,1332,3702,62,122169,16390,159,2147,453,48,29611,53234,961,1988663,220643,3491,43314,8070,704,10,-59
111,1083,2470,42,101902,11333,107,1613,330,30,23946,35452,631,1631053,153233,2308,33209,5905,440,10,-59
112,877,1647,30,83798,7863,71,1237,243,22,19621,23566,414,1345746,107404,1517,25633,4456,274,0,-50
113,1095,2066,37,116204,10910,87,1644,301,28,43276,29706,472,3028130,153294,1809,51555,8423,266,0,-50
114,2022,2479,39,188538,14023,102,2690,474,32,98085,78943,1328,6798885,447673,6207,121910,20739,1284,0,-50
115,4320,4798,75,398127,29468,228,5717,1027,69,131121,134274,2568,8978201,781971,11419,173835,30985,2114,10,-69
116,4682,5761,99,427439,36590,309,6180,1197,76,87096,95480,1814,5933514,564594,7973,118807,21534,1390,10,-69
117,3243,4357,76,303743,28491,230,4460,872,57,61182,61272,1133,4178462,365301,5019,81627,14795,857,0,-60
118,3673,5428,89,359091,38571,272,5567,1019,70,107816,74480,1319,7471535,482243,6403,134927,23159,878,0,-60
119,5548,6346,103,481719,44758,328,7811,1410,76,141543,190700,4007,9392057,1409856,21155,217417,43722,3410,0,-60
120,7690,11830,210,660275,88563,743,12189,2399,163,165198,323839,6818,10520975,2130216,33919,300375,61699,5828,10,-79
121,6097,13919,265,510385,100491,918,10917,2418,205,108719,230602,4766,6834255,1425367,23215,208020,42041,4273,10,-79
122,4067,10503,192,349390,72893,666,7817,1710,157,73901,145815,2976,4705326,907388,14977,136953,27242,2598,10,-79
123,2757,6795,126,242966,47241,438,5193,1117,106,53803,95641,1943,3476218,617139,9778,93861,18744,1635,10,-69
124,1995,4449,81,181400,31827,286,3547,769,67,42118,64472,1286,2762150,426487,6442,67809,13476,1056,0,-60
125,2409,5608,95,228906,43767,345,4521,918,83,96466,80495,1560,6646470,575307,8574,124997,22701,1632,10,-69
126,3387,3686,67,306698,28884,247,4460,890,62,67065,69601,1400,4588799,521664,7888,91171,17639,1237,0,-60
127,3932,5342,93,391927,45993,356,5930,1135,88,86428,79811,1590,5971073,619986,9487,113823,21607,1743,0,-60
128,4968,6580,117,430316,55158,461,7356,1421,115,128834,183801,4245,8517590,1574622,24534,206640,43910,4045,10,-69
129,4676,7864,166,408040,72627,656,7401,1696,144,86728,137586,3083,5672748,1105052,17710,146160,30801,3222,0,-70
130,5251,10994,207,493592,99849,865,9683,2059,208,123755,135107,2838,8348890,1033149,16464,182296,34956,3033,10,-79
131,4522,6337,119,400249,53665,490,6794,1428,122,83955,116354,2399,5577070,793251,13156,133146,26132,2652,10,-69
132,3125,5221,95,286210,40120,378,4984,1057,100,59522,77817,1597,3978072,533308,9070,91614,17904,1647,0,-60
133,3556,6693,113,340572,53771,470,6241,1233,124,107623,88590,1725,7356156,672152,10475,142479,26133,2042,0,-60
134,5479,7705,131,469316,60571,549,8471,1641,146,141863,225980,4895,9324359,1703917,28157,230489,49330,5032,0,-70
135,7656,14125,256,651862,110078,1060,13042,2739,260,166483,386482,8254,10512978,2309539,42011,320481,67764,8012,0,-70
136,9692,25092,447,779498,167678,1745,19012,4042,442,186880,571105,11504,11234695,2667379,53774,434066,86084,11105,10,-79
137,6996,24938,446,549222,130954,1507,15922,3435,397,123690,416911,8352,7299333,1744429,37221,303013,58969,7983,0,-70
138,7685,33991,546,644072,162257,1897,20442,4056,533,153746,407052,8097,9564550,1827244,37164,317383,62277,7646,10,-99
139,5715,19159,337,461664,93043,1096,12163,2573,292,104057,349361,6756,6340236,1260900,27667,232386,44784,5993,0,-70
140,6371,27199,430,553608,117675,1398,15631,3067,395,138698,394844,7422,8826654,1390427,29235,267443,50902,6317,0,-70
141,8037,32829,511,620466,125606,1589,18419,3573,461,174069,849532,15535,10332405,2147838,53294,424225,79320,12e3,0,-80
142,10220,52894,853,763187,166418,2363,25932,4993,696,205793,1437737,25370,11268863,2604761,77869,614164,108602,19164,10,-99
143,7657,61649,966,549474,128036,2166,22448,4332,681,136070,972392,17132,7340309,1722183,53595,428147,74591,13301,10,-99
144,5093,44580,687,374498,88726,1546,16094,3034,495,90751,603922,10624,5007722,1108163,33497,271180,47605,8441,10,-89
145,3392,28248,431,258052,57634,979,10348,1955,321,64308,390300,6814,3655314,755167,21353,175452,31139,5626,0,-70
146,3858,34802,486,310792,73323,1151,12460,2208,404,112907,432283,7514,7180124,1000059,22735,211209,38388,5940,10,-79
147,4043,20208,312,336711,49671,672,7978,1562,229,78696,374684,6569,4900039,775377,18181,155583,28564,4972,10,-79
148,2914,16804,261,252063,38964,518,5828,1157,185,54763,245518,4284,3446963,508818,11813,104087,18829,2969,10,-79
149,2037,11361,176,180927,26295,347,3943,770,118,42591,157409,2719,2743580,344599,7397,73774,13390,1781,0,-60
150,2445,14025,196,227491,35796,406,4978,913,141,97644,176320,2893,6633765,480660,8591,129408,22033,1984,10,-69
151,3429,8227,119,306021,24036,251,4643,866,80,68128,154187,2577,4582527,435853,7544,94372,17006,1981,10,-69
152,2513,6903,103,236055,21442,215,3518,688,75,46666,101390,1693,3135486,291166,4775,63629,11648,1201,10,-69
153,1735,4691,70,166160,14959,143,2406,477,49,37798,65816,1091,2563787,198813,3059,49353,8603,737,0,-50
154,2134,5832,81,211114,20498,171,3178,579,60,92969,80218,1188,6490999,296862,4154,110099,17687,654,0,-60
155,4216,6833,96,378808,26675,212,5538,965,63,130106,198431,3564,8802668,798179,12407,172732,31501,2496,10,-69
156,4638,8471,139,418873,36800,332,6127,1213,92,86706,147924,2686,5831426,599067,9471,119204,22159,1660,0,-60
157,5216,11839,180,506448,55535,454,7942,1478,122,122920,141527,2417,8417770,605026,8941,158287,27441,1901,0,-60
158,6876,13074,196,582289,58940,503,10023,1818,145,155035,356142,6803,9955530,1668006,26970,256274,51355,4998,10,-79
159,5696,15263,261,481546,76816,720,9270,2e3,177,103190,269393,5013,6519923,1161008,19277,180206,35813,3812,10,-79
160,3850,12170,201,333432,58842,553,6754,1454,143,70726,169851,3167,4519544,727865,11784,119790,23312,2282,10,-79
161,2637,7920,134,233697,37951,351,4544,956,91,51705,110593,2069,3363127,492659,7664,83422,16240,1421,10,-69
162,1915,5149,88,175527,25434,225,3145,662,60,40746,73514,1373,2696819,342838,5098,61370,11922,901,10,-69
163,1501,3414,59,139320,17595,150,2294,483,37,33965,49168,905,2296876,238818,3361,48002,8877,568,10,-59
164,1242,2280,39,117373,12246,102,1778,361,25,27873,33291,600,1903624,166413,2264,37224,6576,361,0,-50
165,1554,2884,49,158593,16958,124,2376,442,34,60332,41628,727,4182328,233546,3308,71259,11801,379,10,-59
166,2118,1908,34,194840,11639,100,2524,463,19,45803,36120,660,3167576,213198,2849,55889,9575,346,0,-50
167,2585,2770,48,263586,18676,142,3495,606,29,62539,42887,770,4351894,261419,3691,75383,13008,385,10,-69
168,2275,1946,35,211797,13062,109,2764,519,16,47345,36133,639,3266718,229086,3092,59936,10399,324,0,-60
169,2728,2799,48,274394,20492,152,3789,668,26,80238,44810,734,5585564,295216,4049,98081,15902,393,0,-60
170,4121,3564,60,366061,26993,200,5534,946,33,122430,102074,1930,8293436,749882,10899,172557,30462,1710,0,-60
171,6290,6437,108,551636,51514,408,9229,1649,83,149712,177437,3897,9870924,1361980,20465,242389,45366,3059,0,-60
172,8361,11448,209,708714,91710,778,13922,2593,162,173460,272761,6217,10960083,2113476,32802,327821,63636,5043,0,-70
173,10383,18586,349,823121,147150,1318,19812,3804,281,195911,434276,9378,11719728,2559177,44487,452924,83513,6975,10,-79
174,7349,18894,362,572508,124346,1232,16594,3320,252,129529,320172,6656,7598968,1686493,30651,317515,57339,5013,10,-79
175,4855,14536,268,387467,86756,881,11930,2331,188,86755,204003,4198,5169443,1085283,19608,204583,36834,3069,10,-79
176,3240,9495,176,266078,56437,572,7790,1513,121,61194,132808,2731,3746765,737847,13260,135064,24572,1912,0,-70
177,3676,11770,200,319305,71867,695,9479,1726,148,108882,155730,3330,7233301,976378,15875,178947,33603,2452,10,-79
178,3901,7209,136,339727,48527,461,6660,1351,97,75087,134558,2764,4931626,760466,12717,131315,24969,2307,0,-60
179,4463,10377,176,424153,69003,614,8695,1662,147,105395,152765,3185,7088824,847228,13877,163374,30507,2520,0,-70
180,5886,12700,219,491582,76720,725,10699,2041,182,142940,336403,6900,9171777,1806947,32e3,271524,54781,5378,10,-79
181,5212,14459,264,441170,84588,865,9832,2142,192,95490,251718,5046,6052693,1240034,22740,191510,38010,4028,0,-70
182,5814,20159,332,528740,113022,1125,12773,2575,268,130152,238974,4792,8583456,1166530,20732,220033,41139,3576,10,-79
183,4779,11274,199,412458,60540,619,8298,1696,145,88365,205234,3921,5713873,871219,16261,160770,30228,2993,0,-70
184,5363,15986,252,497953,80623,807,10732,2050,201,126516,238156,4601,8402688,1043513,19354,203393,38023,3733,0,-70
185,7080,19674,309,578557,91232,979,13270,2534,253,160211,513942,9755,9997278,1931831,38714,322087,63149,7434,10,-79
186,5883,22119,375,483308,91446,1060,11725,2491,264,106371,384490,7333,6538627,1314082,27225,226452,43916,5237,10,-79
187,3968,17402,293,334391,67044,782,8494,1782,194,72804,241919,4561,4536379,831943,17170,148141,28575,3144,0,-70
188,4427,21566,331,392033,82612,927,10373,2026,236,116528,254670,4927,7687220,1049373,19020,188013,36059,3230,0,-70
189,6243,23554,367,504673,91735,1036,12488,2441,254,154760,667889,12160,9571217,1935102,40388,308767,61452,7636,10,-79
190,5631,28546,463,460092,91616,1106,11216,2414,273,103328,500077,9109,6290329,1315517,28917,217763,42867,5342,10,-79
191,3852,22617,366,321815,67133,829,8164,1735,198,70976,313446,5689,4384714,831884,18118,142528,27896,3185,10,-79
192,2642,14618,237,226932,43353,530,5416,1143,125,52047,201851,3663,3285724,564711,12051,96955,19016,1968,0,-70
193,3066,18010,267,277204,56663,638,6693,1321,152,103925,228817,4207,6955855,765199,13854,148391,28111,2347,10,-79
194,3691,10657,174,324152,38141,401,5414,1120,93,72385,198732,3586,4768826,639133,11683,108373,21334,2265,10,-69
195,2674,8903,141,245457,31790,332,4043,857,86,50162,130201,2322,3319335,422743,7374,73439,14428,1382,10,-69
196,1863,6026,95,174911,21795,218,2774,591,56,39933,84640,1488,2669852,285926,4739,54988,10665,855,0,-60
197,2268,7491,109,220778,29691,260,3602,714,68,95051,100063,1650,6590437,406351,5841,114376,19783,813,0,-60
198,4361,8661,126,387029,37587,307,5938,1116,72,131856,251634,4630,8865674,1121395,17886,181061,36685,2997,10,-69
199,4711,10738,180,422160,51688,478,6440,1408,107,88210,187558,3489,5868767,843058,13360,125178,26343,2015,0,-60
200,5305,15005,232,509935,75318,643,8344,1735,143,123976,176970,3206,8442140,828758,12788,163528,30824,2224,0,0
1,0,9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
2,0,6159,0,0,0,0,0,0,0,10701,631061,9021,2115,9173,1708,5,30,5,0,-10
3,358,29960,319,92,391,45,0,6,0,18330,1081737,15476,3591,15719,2973,11,45,7,0,-10
4,787,63287,722,248,1004,107,0,12,0,22712,1348939,19424,4518,19585,3704,12,59,8,0,-40
5,1159,88131,1087,400,1586,162,0,17,0,32478,1891266,27729,19561,41784,5902,223,292,38,0,-40
6,1693,121491,1597,1156,2931,252,10,30,6,39518,2207475,33620,51530,78336,8644,707,739,117,0,-50
7,2222,151295,2105,3251,5576,377,34,54,13,44805,2391444,37878,97960,130013,11885,1463,1763,212,0,-50
8,2714,173713,2568,7012,9781,547,76,108,22,50921,2499214,42318,246552,224523,16804,3727,3325,415,0,-60
9,3208,188733,3010,16406,16931,779,173,192,35,62730,2659036,48856,655433,405746,24928,10471,6706,829,10,-69
10,2352,121526,1990,30112,19113,697,358,257,32,43078,1721796,32412,546257,306967,17489,8564,5026,608,10,-69
11,1614,80065,1315,27732,15400,506,315,203,25,27421,1082763,20176,374288,196926,11093,5832,3213,391,0,-60
12,1733,88588,1453,41704,20861,597,397,231,34,34630,1134425,19965,887060,239546,10912,13885,4937,415,0,-60
13,2092,89376,1544,64318,24385,636,696,314,41,95826,1613256,28855,4573505,779476,23641,72188,19658,1852,0,-70
14,4338,111449,1935,236184,51085,1009,2794,892,91,147149,1902380,35580,7702248,1402887,39187,123754,34447,3810,0,-80
15,7191,134949,2410,472184,93671,1650,5858,1752,194,178746,2082411,41503,9511405,2127718,56757,160101,48495,5513,0,-80
16,9800,154192,2931,655983,148901,2493,8945,2743,319,202782,2246903,47866,10582687,2573253,75825,212579,62094,7985,10,-89
17,7507,102222,1948,512157,125079,2128,7734,2456,287,133839,1487413,32168,6884577,1697934,52561,148936,42368,5612,0,-80
18,8269,117097,2241,604858,156819,2685,9971,2902,383,162289,1411959,29574,9070213,1744112,49288,186602,47741,5640,10,-89
19,6046,65605,1239,437942,89040,1474,6959,1951,216,108862,970299,20285,5997316,1209169,36463,136310,34375,4267,10,-89
20,4069,44809,819,307402,62051,1050,5102,1393,161,74758,619715,12877,4219240,794722,23499,94148,23177,2634,0,-80
21,4543,52888,915,362973,77948,1253,6402,1611,199,120728,651395,12460,7501581,1009841,24022,144682,32252,2972,10,-89
22,4364,30358,520,355027,50488,714,5275,1291,117,83568,517538,9643,5084875,781319,18894,105766,24117,2640,0,-80
23,4983,41621,636,438758,71050,933,6942,1594,170,119713,548174,9882,7623951,882348,19866,147540,30573,2741,0,-80
24,6642,44676,722,520560,79314,1073,9083,2002,201,163925,1249178,21399,9484384,1837934,41984,239298,53850,6170,0,-80
25,9076,74512,1180,678518,126434,1746,13734,3120,339,193620,1671303,29295,10613642,2400394,61256,338975,74014,9553,10,-89
26,7154,72893,1129,515638,115691,1696,12322,2925,338,127689,1108707,19657,6924087,1591286,41669,235617,50633,6497,10,-89
27,4774,51068,788,353730,81725,1200,8849,2059,242,85854,691929,12195,4758981,1020069,25885,153292,32825,3874,0,-80
28,5268,58798,872,412528,99285,1409,10769,2329,295,128533,728310,12805,7860120,1301010,27991,192927,40840,4507,0,-80
